RoundID,RoundNumber,RoundTime,ATK_wealth,DEF_wealth,ATK_alive,DEF_alive,DEF_has_OP,Def_has_Odin,Spike_1_beep,Spike_2_beep,MapName,MatchID,SeriesID,bestOF,FinalWinner
401934,1,0,200.0,200.0,5,5,0,0,0,0,Split,12729,502,3,0
401934,1,44187,200.0,200.0,4,5,0,0,0,0,Split,12729,502,3,0
401934,1,45103,200.0,200.0,4,4,0,0,0,0,Split,12729,502,3,0
401934,1,45715,200.0,200.0,4,3,0,0,0,0,Split,12729,502,3,0
401934,1,46185,200.0,200.0,3,3,0,0,0,0,Split,12729,502,3,0
401934,1,46669,100.0,200.0,2,3,0,0,0,0,Split,12729,502,3,0
401934,1,60223,100.0,200.0,2,2,0,0,0,0,Split,12729,502,3,0
401934,1,78657,0.0,200.0,1,2,0,0,0,0,Split,12729,502,3,0
401934,1,79163,0.0,200.0,0,2,0,0,0,0,Split,12729,502,3,0
401935,2,0,420.0,1160.0,5,5,0,0,0,0,Split,12729,502,3,0
401935,2,58717,420.0,1160.0,4,5,0,0,0,0,Split,12729,502,3,0
401935,2,60303,320.0,1160.0,3,5,0,0,0,0,Split,12729,502,3,0
401935,2,62419,320.0,1160.0,2,5,0,0,0,0,Split,12729,502,3,0
401935,2,85814,320.0,1160.0,1,5,0,0,0,0,Split,12729,502,3,0
401935,2,88671,0.0,1160.0,0,5,0,0,0,0,Split,12729,502,3,0
401936,3,0,2640.0,2280.0,5,5,1,0,0,0,Split,12729,502,3,0
401936,3,33356,2060.0,2280.0,4,5,1,0,0,0,Split,12729,502,3,0
401936,3,38473,2060.0,1960.0,4,4,1,0,0,0,Split,12729,502,3,0
401936,3,40671,2060.0,1640.0,4,3,1,0,0,0,Split,12729,502,3,0
401936,3,54757,1740.0,1640.0,3,3,1,0,0,0,Split,12729,502,3,0
401936,3,59864,1740.0,640.0,3,2,0,0,0,0,Split,12729,502,3,0
401936,3,61941,1160.0,640.0,2,2,0,0,0,0,Split,12729,502,3,0
401936,3,62690,580.0,640.0,1,2,0,0,0,0,Split,12729,502,3,0
401936,3,71131,580.0,320.0,1,1,0,0,0,0,Split,12729,502,3,0
401936,3,79730,0.0,320.0,0,1,0,0,0,0,Split,12729,502,3,0
401937,4,0,940.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,0
401937,4,39925,940.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,0
401937,4,51473,940.0,1740.0,5,3,0,0,0,0,Split,12729,502,3,0
401937,4,51543,840.0,1740.0,4,3,0,0,0,0,Split,12729,502,3,0
401937,4,52092,520.0,1740.0,3,3,0,0,0,0,Split,12729,502,3,0
401937,4,52966,420.0,1740.0,2,3,0,0,0,0,Split,12729,502,3,0
401937,4,55073,320.0,1740.0,1,3,0,0,0,0,Split,12729,502,3,0
401937,4,57970,320.0,1160.0,1,2,0,0,0,0,Split,12729,502,3,0
401937,4,64126,0.0,1160.0,0,2,0,0,0,0,Split,12729,502,3,0
401938,5,0,2900.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401938,5,29029,2320.0,2900.0,4,5,0,0,0,0,Split,12729,502,3,1
401938,5,39663,2320.0,2320.0,4,4,0,0,0,0,Split,12729,502,3,1
401938,5,48680,2320.0,1740.0,4,3,0,0,0,0,Split,12729,502,3,1
401938,5,70985,2320.0,1160.0,4,2,0,0,0,0,Split,12729,502,3,1
401938,5,74988,2320.0,1160.0,4,2,0,0,0,0,Split,12729,502,3,1
401939,6,0,2900.0,2320.0,5,5,0,0,0,0,Split,12729,502,3,0
401939,6,75653,2900.0,2320.0,5,5,0,0,0,0,Split,12729,502,3,0
401939,6,93542,2320.0,2320.0,4,5,0,0,0,0,Split,12729,502,3,0
401939,6,95548,1740.0,2320.0,3,5,0,0,0,0,Split,12729,502,3,0
401939,6,97758,1740.0,2320.0,3,4,0,0,0,0,Split,12729,502,3,0
401939,6,109062,1160.0,2320.0,2,4,0,0,0,0,Split,12729,502,3,0
401939,6,109922,1160.0,1740.0,2,3,0,0,0,0,Split,12729,502,3,0
401939,6,110436,580.0,1740.0,1,3,0,0,0,0,Split,12729,502,3,0
401939,6,110637,580.0,1740.0,1,3,0,0,0,0,Split,12729,502,3,0
401939,6,112103,580.0,1160.0,1,2,0,0,0,0,Split,12729,502,3,0
401939,6,113592,0.0,1160.0,0,2,0,0,0,0,Split,12729,502,3,0
401940,7,0,2640.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401940,7,14771,2640.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,1
401940,7,28946,2640.0,1740.0,5,3,0,0,0,0,Split,12729,502,3,1
401940,7,30781,2640.0,1160.0,5,2,0,0,0,0,Split,12729,502,3,1
401940,7,41597,2640.0,1160.0,5,2,0,0,0,0,Split,12729,502,3,1
401941,8,0,2900.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401941,8,32669,2320.0,2900.0,4,5,0,0,0,0,Split,12729,502,3,1
401941,8,39532,2320.0,2900.0,4,5,0,0,0,0,Split,12729,502,3,1
401941,8,49516,2320.0,2320.0,4,4,0,0,0,0,Split,12729,502,3,1
401941,8,54979,1740.0,2320.0,3,4,0,0,0,0,Split,12729,502,3,1
401941,8,57397,1160.0,2320.0,2,4,0,0,0,0,Split,12729,502,3,1
401941,8,68812,1160.0,1740.0,2,3,0,0,0,0,Split,12729,502,3,1
401941,8,69446,580.0,1740.0,1,3,0,0,0,0,Split,12729,502,3,1
401941,8,73326,580.0,1160.0,1,2,0,0,0,0,Split,12729,502,3,1
401941,8,74622,580.0,580.0,1,1,0,0,0,0,Split,12729,502,3,1
401941,8,80230,0.0,580.0,0,1,0,0,0,0,Split,12729,502,3,1
401941,8,85665,0.0,0.0,0,0,0,0,0,0,Split,12729,502,3,1
401942,9,0,2900.0,1320.0,5,5,0,0,0,0,Split,12729,502,3,0
401942,9,8319,2320.0,1320.0,4,5,0,0,0,0,Split,12729,502,3,0
401942,9,46894,1740.0,1320.0,3,5,0,0,0,0,Split,12729,502,3,0
401942,9,48161,1160.0,1320.0,2,5,0,0,0,0,Split,12729,502,3,0
401942,9,71722,580.0,1320.0,1,5,0,0,0,0,Split,12729,502,3,0
401942,9,76273,0.0,1320.0,0,5,0,0,0,0,Split,12729,502,3,0
401943,10,0,2380.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401943,10,49234,2380.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,1
401943,10,51557,2060.0,2320.0,4,4,0,0,0,0,Split,12729,502,3,1
401943,10,52927,1740.0,2320.0,3,4,0,0,0,0,Split,12729,502,3,1
401943,10,55028,1740.0,1740.0,3,3,0,0,0,0,Split,12729,502,3,1
401943,10,59143,2060.0,1740.0,4,3,0,0,0,0,Split,12729,502,3,1
401943,10,63257,1480.0,1740.0,3,3,0,0,0,0,Split,12729,502,3,1
401943,10,63654,1480.0,1160.0,3,2,0,0,0,0,Split,12729,502,3,1
401943,10,65809,1160.0,1160.0,2,2,0,0,0,0,Split,12729,502,3,1
401943,10,69123,1160.0,580.0,2,1,0,0,0,0,Split,12729,502,3,1
401943,10,78615,1160.0,0.0,2,0,0,0,0,0,Split,12729,502,3,1
401944,11,0,2420.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401944,11,59958,2420.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,1
401944,11,85218,2420.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,1
401945,12,0,2900.0,2900.0,5,5,0,0,0,0,Split,12729,502,3,1
401945,12,14212,2900.0,2320.0,5,4,0,0,0,0,Split,12729,502,3,1
401945,12,25879,2900.0,1740.0,5,3,0,0,0,0,Split,12729,502,3,1
401945,12,29425,2900.0,1740.0,5,3,0,0,0,0,Split,12729,502,3,1
401945,12,52927,2320.0,1740.0,4,3,0,0,0,0,Split,12729,502,3,1
401945,12,53583,2320.0,1160.0,4,2,0,0,0,0,Split,12729,502,3,1
401945,12,57945,1740.0,1160.0,3,2,0,0,0,0,Split,12729,502,3,1
401945,12,58256,1160.0,1160.0,2,2,0,0,0,0,Split,12729,502,3,1
401945,12,62310,1160.0,580.0,2,1,0,0,0,0,Split,12729,502,3,1
401945,12,63807,1160.0,0.0,2,0,0,0,0,0,Split,12729,502,3,1
401946,13,0,100.0,300.0,5,5,0,0,0,0,Split,12729,502,3,0
401946,13,44404,0.0,300.0,4,5,0,0,0,0,Split,12729,502,3,0
401946,13,46669,0.0,300.0,3,5,0,0,0,0,Split,12729,502,3,0
401946,13,54156,0.0,300.0,3,5,0,0,0,0,Split,12729,502,3,0
401946,13,70637,0.0,200.0,3,4,0,0,0,0,Split,12729,502,3,0
401946,13,72268,0.0,200.0,2,4,0,0,0,0,Split,12729,502,3,0
401946,13,76237,0.0,200.0,1,4,0,0,0,0,Split,12729,502,3,0
401946,13,76934,0.0,200.0,0,4,0,0,0,0,Split,12729,502,3,0
401947,14,0,180.0,1160.0,5,5,0,0,0,0,Split,12729,502,3,0
